#------------------------------------------------------------------------
# Program: Diag Quadratic
#          (c) Amal Medhi <amedhi@iisertvm.ac.in>
#------------------------------------------------------------------------
# job_71125_diag.x_20260122163333_amedhi@isha.local
# Lattice: HONEYCOMB2 (Size = 1x100x1, Sites/unitcell = 100, Boundary = 0-1-0)
# No of sites = 10000
# Model: MKM
# lambda = 0.060000
# eta = 0.500000
# lambda_R = 0.000000
# t = 1.000000
# Results: WaveFunction
#------------------------------------------------------------------------
# wf_0:   psi(40,98,0)        cols: (6,7)
# wf_1:   psi(40,99,0)        cols: (8,9)
# wf_2:   psi(40,100,0)       cols: (10,11)
# wf_3:   psi(40,101,0)       cols: (12,13)
# wf_4:   psi(49,98,0)        cols: (14,15)
# wf_5:   psi(49,99,0)        cols: (16,17)
# wf_6:   psi(49,100,0)       cols: (18,19)
# wf_7:   psi(49,101,0)       cols: (20,21)
#------------------------------------------------------------------------
# basis   label   xcoord        ycoord        zcoord        Re[wf_1]      Im[wf_1]      Re[wf_2]      Im[wf_2]      Re[wf_3]      Im[wf_3]      Re[wf_4]      Im[wf_4]      Re[wf_5]      Im[wf_5]      Re[wf_6]      Im[wf_6]      Re[wf_7]      Im[wf_7]      Re[wf_8]      Im[wf_8]      
#------------------------------------------------------------------------
       0     0-0  0.000000E+00  0.000000E+00  0.000000E+00 -6.231887E-02  0.000000E+00 -2.857976E-03 -0.000000E+00 -1.349547E-02  0.000000E+00  4.874573E-16  0.000000E+00  1.916813E-01 -0.000000E+00  3.902619E-04  0.000000E+00  4.731066E-04 -0.000000E+00 -5.742992E-02  0.000000E+00
       1     0-1  0.000000E+00  0.000000E+00  0.000000E+00  1.088650E-04  6.085993E-04 -2.373829E-03 -1.327066E-02 -1.660101E-15 -9.380113E-16 -4.447284E-02 -4.374902E-02 -4.250950E-05  1.089299E-04  2.087900E-02 -5.350209E-02  1.908237E-01 -1.804699E-02  1.572002E-03 -1.486708E-04
       2     1-0  8.660254E-01 -5.000000E-01  0.000000E+00 -2.935417E-03 -1.453839E-02 -1.346198E-04 -6.667381E-04 -6.132852E-03  6.595129E-03  2.389582E-16 -3.742666E-16 -5.650270E-04  4.376051E-02 -1.150391E-06  8.909612E-05  5.652468E-05  1.011789E-04 -6.861473E-03 -1.228200E-02
       3     1-1  8.660254E-01 -5.000000E-01  0.000000E+00 -3.468901E-04 -2.233691E-04  7.564024E-03  4.870618E-03 -1.123831E-16  3.837309E-16 -8.111410E-03  1.243580E-02  2.837466E-05 -3.923355E-06 -1.393652E-02  1.926998E-03 -3.557599E-03 -4.361792E-02 -2.930744E-05 -3.593236E-04
       4     2-0  8.660254E-01 -1.500000E+00  0.000000E+00 -3.774112E-02  6.015645E-02 -1.730827E-03  2.758806E-03 -1.011061E-02  1.330918E-02  2.836273E-16 -3.209238E-16  1.808598E-01 -2.035023E-02  3.682293E-04 -4.143294E-05  4.487447E-04 -3.789205E-05 -5.447266E-02  4.599677E-03
       5     2-1  8.660254E-01 -1.500000E+00  0.000000E+00  6.817585E-04  3.485917E-04 -1.486591E-02 -7.601127E-03 -2.135170E-15  1.060372E-15 -6.916429E-02  1.643469E-02 -3.159613E-05  1.067254E-04  1.551878E-02 -5.241933E-02  1.781346E-01 -3.728732E-02  1.467469E-03 -3.071722E-04
       6     3-0  1.732051E+00 -2.000000E+00  0.000000E+00 -1.635873E-02 -7.636304E-03 -7.502200E-04 -3.502049E-04  6.488864E-03  1.768375E-02 -2.185752E-16 -5.689893E-16  2.214024E-03  4.172079E-02  4.507738E-06  8.494326E-05  1.133058E-04  7.848365E-05 -1.375408E-02 -9.527050E-03
       7     3-1  1.732051E+00 -2.000000E+00  0.000000E+00 -7.451319E-04  4.352764E-04  1.624779E-02 -9.491310E-03  3.854895E-16  4.528607E-16  6.313313E-03  1.693366E-02  2.825112E-05 -1.903607E-05 -1.387584E-02  9.349772E-03 -6.132174E-03 -4.132568E-02 -5.051674E-05 -3.404401E-04
       8     4-0  1.732051E+00 -3.000000E+00  0.000000E+00  3.223765E-02  7.309596E-02  1.478435E-03  3.352219E-03  5.343457E-03  1.935877E-02 -6.288373E-17 -5.273559E-16  1.781815E-01 -3.900539E-02  3.627763E-04 -7.941472E-05  4.468721E-04 -7.286120E-05 -5.424534E-02  8.844545E-03
       9     4-1  1.732051E+00 -3.000000E+00  0.000000E+00  8.299093E-04 -3.971345E-04 -1.809638E-02  8.659617E-03 -2.840913E-16  2.669545E-15 -2.830887E-02  7.479517E-02 -2.337643E-05  1.094363E-04  1.148158E-02 -5.375080E-02  1.737119E-01 -5.560685E-02  1.431035E-03 -4.580882E-04
      10     5-0  2.598076E+00 -3.500000E+00  0.000000E+00 -1.889878E-02  1.006310E-02 -8.667078E-04  4.614989E-04  2.800343E-02  5.848284E-03 -7.788908E-16 -1.353084E-16  4.778105E-03  4.190244E-02  9.728191E-06  8.531310E-05  1.662300E-04  5.115008E-05 -2.017849E-02 -6.209056E-03
      11     5-1  2.598076E+00 -3.500000E+00  0.000000E+00 -3.783988E-05  1.310036E-03  8.251079E-04 -2.856565E-02  7.239068E-16  2.890859E-17  2.055129E-02  6.085933E-03  2.671307E-05 -3.367751E-05 -1.312041E-02  1.654107E-02 -8.701886E-03 -4.126511E-02 -7.168597E-05 -3.399412E-04
      12     6-0  2.598076E+00 -4.500000E+00  0.000000E+00  8.716140E-02  1.586187E-02  3.997267E-03  7.274337E-04  2.188302E-02  8.405215E-03 -3.712308E-16 -2.194425E-16  1.728652E-01 -5.725654E-02  3.519523E-04 -1.165740E-04  4.407277E-04 -1.077789E-04 -5.349948E-02  1.308317E-02
      13     6-1  2.598076E+00 -4.500000E+00  0.000000E+00  2.025207E-04 -1.054652E-03 -4.416015E-03  2.299695E-02  2.232153E-15  1.815027E-15  5.106597E-02  7.250850E-02 -1.478477E-05  1.111590E-04  7.261696E-03 -5.459693E-02  1.667010E-01 -7.327581E-02  1.373280E-03 -6.036447E-04
      14     7-0  3.464102E+00 -5.000000E+00  0.000000E+00 -3.514619E-03  2.449894E-02 -1.611823E-04  1.123534E-03  2.706259E-02 -2.712011E-02 -6.383782E-16  6.349088E-16  7.405082E-03  4.182496E-02  1.507670E-05  8.515535E-05  2.140837E-04  1.367172E-05 -2.598740E-02 -1.659596E-03
      15     7-1  3.464102E+00 -5.000000E+00  0.000000E+00  1.441332E-03  1.001658E-03 -3.142860E-02 -2.184140E-02  5.984417E-16 -7.121627E-16  1.970687E-02 -1.501594E-02  2.238364E-05 -4.806303E-05 -1.099397E-02  2.360667E-02 -1.130981E-02 -4.094063E-02 -9.317004E-05 -3.372682E-04
      16     8-0  3.464102E+00 -6.000000E+00  0.000000E+00  6.794878E-02 -6.925077E-02  3.116166E-03 -3.175876E-03  2.241472E-02 -1.460303E-02 -4.683753E-16  3.651593E-16  1.655449E-01 -7.474957E-02  3.370483E-04 -1.521896E-04  4.317094E-04 -1.421527E-04 -5.240476E-02  1.725577E-02
      17     8-1  3.464102E+00 -6.000000E+00  0.000000E+00 -8.393613E-04 -8.930273E-04  1.830248E-02  1.947268E-02  3.093023E-15 -8.435565E-16  9.710587E-02 -1.718358E-03 -6.060092E-06  1.121711E-04  2.976479E-03 -5.509405E-02  1.577665E-01 -9.000136E-02  1.299677E-03 -7.414295E-04
      18     9-0  4.330127E+00 -6.500000E+00  0.000000E+00  2.019497E-02  1.944078E-02  9.261519E-04  8.915642E-04 -9.515751E-03 -4.695367E-02  2.680148E-16  1.110223E-15  1.007091E-02  4.160599E-02  2.050430E-05  8.470953E-05  2.553560E-04 -3.279269E-05 -3.099740E-02  3.980671E-03
      19     9-1  4.330127E+00 -6.500000E+00  0.000000E+00  2.040688E-03 -8.078928E-04 -4.449771E-02  1.761630E-02 -2.453240E-16 -8.676311E-16 -7.640180E-04 -2.805084E-02  1.539389E-05 -6.174064E-05 -7.560872E-03  3.032458E-02 -1.394310E-02 -4.047166E-02 -1.148630E-04 -3.334048E-04
      20    10-0  4.330127E+00 -7.500000E+00  0.000000E+00 -2.074345E-02 -1.030768E-01 -9.513055E-04 -4.727155E-03  1.291256E-03 -2.996765E-02 -6.342583E-17  5.724587E-16  1.563018E-01 -9.125092E-02  3.182294E-04 -1.857863E-04  4.197982E-04 -1.757234E-04 -5.095887E-02  2.133089E-02
      21    10-1  4.330127E+00 -7.500000E+00  0.000000E+00 -1.361854E-03  1.835113E-04  2.969557E-02 -4.001509E-03  1.074511E-15 -3.059179E-15  5.755861E-02 -8.812135E-02  2.739611E-06  1.124450E-04 -1.345589E-03 -5.522859E-02  1.470111E-01 -1.055586E-01  1.211075E-03 -8.695900E-04
      22    11-0  5.196152E+00 -8.000000E+00  0.000000E+00  3.070293E-02 -5.771992E-03  1.408052E-03 -2.647066E-04 -5.304034E-02 -2.183437E-02  1.023487E-15  5.238865E-16  1.277073E-02  4.122938E-02  2.600113E-05  8.394276E-05  2.887014E-04 -8.721148E-05 -3.504517E-02  1.058651E-02
      23    11-1  5.196152E+00 -8.000000E+00  0.000000E+00  5.567902E-04 -2.568070E-03 -1.214095E-02  5.599741E-02 -9.277814E-16 -3.362232E-16 -2.596269E-02 -1.743495E-02  5.860445E-06 -7.430786E-05 -2.878420E-03  3.649710E-02 -1.659539E-02 -3.984254E-02 -1.367125E-04 -3.282221E-04
      24    12-0  5.196152E+00 -9.000000E+00  0.000000E+00 -1.041122E-01 -4.377383E-02 -4.774638E-03 -2.007491E-03 -2.620838E-02 -2.031058E-02  7.077672E-16  4.371503E-16  1.452764E-01 -1.065364E-01  2.957817E-04 -2.169074E-04  4.050775E-04 -2.082230E-04 -4.917194E-02  2.527598E-02
      25    12-1  5.196152E+00 -9.000000E+00  0.000000E+00 -7.045202E-04  1.345749E-03  1.536224E-02 -2.934439E-02 -2.108505E-15 -2.714303E-15 -4.356789E-02 -1.043272E-01  1.154512E-05  1.119758E-04 -5.670509E-03 -5.499813E-02  1.345959E-01 -1.197376E-01  1.108798E-03 -9.863964E-04
      26    13-0  6.062178E+00 -9.500000E+00  0.000000E+00  1.429539E-02 -3.124803E-02  6.555939E-04 -1.433051E-03 -5.545784E-02  3.693753E-02  1.221245E-15 -8.118506E-16  1.549672E-02  4.068576E-02  3.155123E-05  8.283594E-05  3.129310E-04 -1.483510E-04 -3.798638E-02  1.800818E-02
